"iata_code","iana_tz","windows_tz"
"RML","Asia/Colombo","Sri Lanka Standard Time"
"RMN","Pacific/Port_Moresby","West Pacific Standard Time"
"RMP","America/Anchorage","Alaskan Standard Time"
"RMQ","Asia/Taipei","Taipei Standard Time"
"RMS","Europe/Berlin","W. Europe Standard Time"
"RMT","Pacific/Tahiti","Hawaiian Standard Time"
"RMU","Europe/Madrid","Romance Standard Time"
"RMY","America/Los_Angeles","Pacific Standard Time"
"RMZ","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"RNA","Pacific/Guadalcanal","Central Pacific Standard Time"
"RNB","Europe/Stockholm","W. Europe Standard Time"
"RNC","America/Chicago","Central Standard Time"
"RND","America/Chicago","Central Standard Time"
"RNE","Europe/Paris","Romance Standard Time"
"RNI","America/Managua","Central America Standard Time"
"RNJ","Asia/Tokyo","Tokyo Standard Time"
"RNL","Pacific/Guadalcanal","Central Pacific Standard Time"
"RNM","Asia/Muscat","Arabian Standard Time"
"RNN","Europe/Copenhagen","Romance Standard Time"
"RNO","America/Los_Angeles","Pacific Standard Time"
"RNP","Pacific/Majuro","UTC+12"
"RNS","Europe/Paris","Romance Standard Time"
"RNT","America/Los_Angeles","Pacific Standard Time"
"RNU","Asia/Kuching","Singapore Standard Time"
"RNZ","America/Chicago","Central Standard Time"
"ROA","America/New_York","Eastern Standard Time"
"ROB","Africa/Monrovia","Greenwich Standard Time"
"ROC","America/New_York","Eastern Standard Time"
"ROD","Africa/Johannesburg","South Africa Standard Time"
"ROF","America/Los_Angeles","Pacific Standard Time"
"ROG","America/Chicago","Central Standard Time"
"ROH","Australia/Brisbane","E. Australia Standard Time"
"ROI","Asia/Bangkok","SE Asia Standard Time"
"ROK","Australia/Brisbane","E. Australia Standard Time"
"ROL","America/Denver","Mountain Standard Time"
"ROO","America/Cuiaba","Central Brazilian Standard Time"
"ROP","Pacific/Saipan","West Pacific Standard Time"
"ROR","Pacific/Palau","Tokyo Standard Time"
"ROS","America/Argentina/Cordoba","Argentina Standard Time"
"ROT","Pacific/Auckland","New Zealand Standard Time"
"ROU","Europe/Sofia","FLE Standard Time"
"ROV","Europe/Moscow","Russian Standard Time"
"ROW","America/Denver","Mountain Standard Time"
"ROX","America/Chicago","Central Standard Time"
"ROY","America/Argentina/Catamarca","Argentina Standard Time"
"ROZ","Europe/Madrid","Romance Standard Time"
"RPA","Asia/Kathmandu","Nepal Standard Time"
"RPB","Australia/Darwin","AUS Central Standard Time"
"RPM","Australia/Darwin","AUS Central Standard Time"
"RPN","Asia/Jerusalem","Israel Standard Time"
"RPR","Asia/Kolkata","India Standard Time"
"RPU","America/Manaus","SA Western Standard Time"
"RPV","Australia/Darwin","AUS Central Standard Time"
"RPX","America/Denver","Mountain Standard Time"
"RQA","Asia/Shanghai","China Standard Time"
"RQO","America/Chicago","Central Standard Time"
"RQW","Asia/Baghdad","Arabic Standard Time"
"RRE","Australia/Adelaide","Cen. Australia Standard Time"
"RRG","Indian/Mauritius","Mauritius Standard Time"
"RRJ","America/Sao_Paulo","E. South America Standard Time"
"RRK","Asia/Kolkata","India Standard Time"
"RRL","America/Chicago","Central Standard Time"
"RRM","Africa/Maputo","South Africa Standard Time"
"RRR","Pacific/Tahiti","Hawaiian Standard Time"
"RRS","Europe/Oslo","W. Europe Standard Time"
"RRT","America/Chicago","Central Standard Time"
"RRV","Australia/Darwin","AUS Central Standard Time"
"RSA","America/Argentina/Salta","Argentina Standard Time"
"RSB","Australia/Brisbane","E. Australia Standard Time"
"RSD","America/Nassau","Eastern Standard Time"
"RSE","Australia/Sydney","AUS Eastern Standard Time"
"RSH","America/Anchorage","Alaskan Standard Time"
"RSJ","America/Los_Angeles","Pacific Standard Time"
"RSK","Asia/Jayapura","Tokyo Standard Time"
"RSL","America/Chicago","Central Standard Time"
"RSN","America/Chicago","Central Standard Time"
"RSS","Africa/Khartoum","Sudan Standard Time"
"RST","America/Chicago","Central Standard Time"
"RSU","Asia/Seoul","Korea Standard Time"
"RSW","America/New_York","Eastern Standard Time"
"RSX","America/New_York","Eastern Standard Time"
"RTA","Pacific/Fiji","Fiji Standard Time"
"RTB","America/Tegucigalpa","Central America Standard Time"
"RTC","Asia/Kolkata","India Standard Time"
"RTE","America/Sao_Paulo","E. South America Standard Time"
"RTG","Asia/Makassar","Singapore Standard Time"
"RTI","Asia/Makassar","Singapore Standard Time"
"RTL","America/Chicago","Central Standard Time"
"RTM","Europe/Amsterdam","W. Europe Standard Time"
"RTN","America/Denver","Mountain Standard Time"
"RTP","Australia/Brisbane","E. Australia Standard Time"
"RTS","Australia/Perth","W. Australia Standard Time"
"RTY","Australia/Adelaide","Cen. Australia Standard Time"
"RUA","Africa/Kampala","E. Africa Standard Time"
"RUD","Asia/Tehran","Iran Standard Time"
"RUE","Africa/Lubumbashi","South Africa Standard Time"
"RUF","Asia/Jayapura","Tokyo Standard Time"
"RUG","Asia/Shanghai","China Standard Time"
"RUH","Asia/Riyadh","Arab Standard Time"
"RUI","America/Denver","Mountain Standard Time"
"RUK","Asia/Kathmandu","Nepal Standard Time"
"RUL","Indian/Maldives","West Asia Standard Time"
"RUM","Asia/Kathmandu","Nepal Standard Time"
"RUN","Indian/Reunion","Mauritius Standard Time"
"RUP","Asia/Kolkata","India Standard Time"
"RUR","Pacific/Tahiti","Hawaiian Standard Time"
"RUS","Pacific/Guadalcanal","Central Pacific Standard Time"
"RUT","America/New_York","Eastern Standard Time"
"RUU","Pacific/Port_Moresby","West Pacific Standard Time"
"RUV","America/Guatemala","Central America Standard Time"
"RUY","America/Tegucigalpa","Central America Standard Time"
"RVA","Indian/Antananarivo","E. Africa Standard Time"
"RVC","Africa/Monrovia","Greenwich Standard Time"
"RVD","America/Sao_Paulo","E. South America Standard Time"
"RVE","America/Bogota","SA Pacific Standard Time"
"RVK","Europe/Oslo","W. Europe Standard Time"
"RVN","Europe/Helsinki","FLE Standard Time"
"RVO","Africa/Johannesburg","South Africa Standard Time"
"RVR","America/Denver","Mountain Standard Time"
"RVS","America/Chicago","Central Standard Time"
"RVT","Australia/Perth","W. Australia Standard Time"
"RVV","Pacific/Tahiti","Hawaiian Standard Time"
"RVY","America/Montevideo","Montevideo Standard Time"
"RWF","America/Chicago","Central Standard Time"
"RWI","America/New_York","Eastern Standard Time"
"RWL","America/Denver","Mountain Standard Time"
"RWN","Europe/Kiev","FLE Standard Time"
"RXE","America/Boise","Mountain Standard Time"
"RXS","Asia/Manila","Singapore Standard Time"
"RYB","Europe/Moscow","Russian Standard Time"
"RYG","Europe/Oslo","W. Europe Standard Time"
"RYK","Asia/Karachi","Pakistan Standard Time"
"RYL","Africa/Lusaka","South Africa Standard Time"
"RYN","Europe/Paris","Romance Standard Time"
"RYO","America/Argentina/Rio_Gallegos","Argentina Standard Time"
"RZA","America/Argentina/Rio_Gallegos","Argentina Standard Time"
"RZE","Europe/Warsaw","Central European Standard Time"
"RZH","Asia/Vladivostok","Vladivostok Standard Time"
"RZN","Europe/Moscow","Russian Standard Time"
"RZP","Asia/Manila","Singapore Standard Time"
"RZR","Asia/Tehran","Iran Standard Time"
"RZS","Asia/Karachi","Pakistan Standard Time"
"RZV","Europe/Istanbul","Turkey Standard Time"
"SAA","America/Denver","Mountain Standard Time"
"SAB","America/Kralendijk","SA Western Standard Time"
"SAC","America/Los_Angeles","Pacific Standard Time"
"SAD","America/Phoenix","US Mountain Standard Time"
"SAE","Asia/Makassar","Singapore Standard Time"
"SAF","America/Denver","Mountain Standard Time"
"SAG","Asia/Kolkata","India Standard Time"
"SAH","Asia/Aden","Arab Standard Time"
"SAK","Atlantic/Reykjavik","Greenwich Standard Time"
"SAL","America/El_Salvador","Central America Standard Time"
"SAM","Pacific/Port_Moresby","West Pacific Standard Time"
"SAN","America/Los_Angeles","Pacific Standard Time"
"SAP","America/Tegucigalpa","Central America Standard Time"
"SAQ","America/Nassau","Eastern Standard Time"
"SAR","America/Chicago","Central Standard Time"
"SAS","America/Los_Angeles","Pacific Standard Time"
"SAT","America/Chicago","Central Standard Time"
"SAU","Asia/Makassar","Singapore Standard Time"
"SAV","America/New_York","Eastern Standard Time"
"SAW","Europe/Istanbul","Turkey Standard Time"
"SAX","America/Panama","SA Pacific Standard Time"
"SAY","Europe/Rome","W. Europe Standard Time"
"SAZ","Africa/Monrovia","Greenwich Standard Time"
"SBA","America/Los_Angeles","Pacific Standard Time"
"SBB","America/Caracas","Venezuela Standard Time"
"SBC","Pacific/Port_Moresby","West Pacific Standard Time"
"SBD","America/Los_Angeles","Pacific Standard Time"
"SBE","Pacific/Port_Moresby","West Pacific Standard Time"
"SBF","Asia/Kabul","Afghanistan Standard Time"
"SBG","Asia/Jakarta","SE Asia Standard Time"
"SBH","America/St_Barthelemy","SA Western Standard Time"
"SBI","Africa/Conakry","Greenwich Standard Time"
"SBJ","America/Sao_Paulo","E. South America Standard Time"
"SBK","Europe/Paris","Romance Standard Time"
"SBL","America/La_Paz","SA Western Standard Time"
"SBM","America/Chicago","Central Standard Time"
"SBN","America/Indiana/Indianapolis","US Eastern Standard Time"
"SBO","America/Denver","Mountain Standard Time"
"SBP","America/Los_Angeles","Pacific Standard Time"
"SBQ","Asia/Karachi","Pakistan Standard Time"
"SBR","Australia/Brisbane","E. Australia Standard Time"
"SBS","America/Denver","Mountain Standard Time"
"SBT","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"SBU","Africa/Johannesburg","South Africa Standard Time"
"SBV","Pacific/Bougainville","Bougainville Standard Time"
"SBW","Asia/Kuching","Singapore Standard Time"
"SBX","America/Denver","Mountain Standard Time"
"SBY","America/New_York","Eastern Standard Time"
"SBZ","Europe/Bucharest","GTB Standard Time"
"SCB","America/Chicago","Central Standard Time"
"SCC","America/Anchorage","Alaskan Standard Time"
"SCD","America/Tegucigalpa","Central America Standard Time"
"SCE","America/New_York","Eastern Standard Time"
"SCF","America/Phoenix","US Mountain Standard Time"
"SCG","Australia/Brisbane","E. Australia Standard Time"
"SCH","America/New_York","Eastern Standard Time"
"SCI","America/Caracas","Venezuela Standard Time"
"SCK","America/Los_Angeles","Pacific Standard Time"
"SCL","America/Santiago","Pacific SA Standard Time"
"SCM","America/Nome","Alaskan Standard Time"
"SCN","Europe/Berlin","W. Europe Standard Time"
"SCO","Asia/Aqtau","West Asia Standard Time"
"SCP","Europe/Paris","Romance Standard Time"
"SCQ","Europe/Madrid","Romance Standard Time"
"SCR","Europe/Stockholm","W. Europe Standard Time"
"SCS","Europe/London","GMT Standard Time"
"SCT","Asia/Aden","Arab Standard Time"
"SCU","America/Havana","Cuba Standard Time"
"SCV","Europe/Bucharest","GTB Standard Time"
"SCW","Europe/Moscow","Russian Standard Time"
"SCX","America/Mexico_City","Central Standard Time (Mexico)"
"SCY","Pacific/Galapagos","Central America Standard Time"
"SCZ","Pacific/Guadalcanal","Central Pacific Standard Time"
"SDB","Africa/Johannesburg","South Africa Standard Time"
"SDC","America/Guyana","SA Western Standard Time"
"SDD","Africa/Luanda","W. Central Africa Standard Time"
"SDE","America/Argentina/Cordoba","Argentina Standard Time"
"SDF","America/Kentucky/Louisville","Eastern Standard Time"
"SDG","Asia/Tehran","Iran Standard Time"
"SDI","Pacific/Port_Moresby","West Pacific Standard Time"
"SDJ","Asia/Tokyo","Tokyo Standard Time"
"SDK","Asia/Kuching","Singapore Standard Time"
"SDL","Europe/Stockholm","W. Europe Standard Time"
"SDM","America/Los_Angeles","Pacific Standard Time"
"SDN","Europe/Oslo","W. Europe Standard Time"
"SDP","America/Anchorage","Alaskan Standard Time"
"SDQ","America/Santo_Domingo","SA Western Standard Time"
"SDR","Europe/Madrid","Romance Standard Time"
"SDS","Asia/Tokyo","Tokyo Standard Time"
"SDT","Asia/Karachi","Pakistan Standard Time"
"SDU","America/Sao_Paulo","E. South America Standard Time"
"SDX","America/Phoenix","US Mountain Standard Time"
"SDY","America/Denver","Mountain Standard Time"
"SEA","America/Los_Angeles","Pacific Standard Time"
"SEB","Africa/Tripoli","Libya Standard Time"
"SEE","America/Los_Angeles","Pacific Standard Time"
"SEF","America/New_York","Eastern Standard Time"
"SEG","America/New_York","Eastern Standard Time"
"SEH","Asia/Jayapura","Tokyo Standard Time"
"SEK","Asia/Srednekolymsk","Russia Time Zone 10"
"SEM","America/Chicago","Central Standard Time"
"SEN","Europe/London","GMT Standard Time"
"SEO","Africa/Abidjan","Greenwich Standard Time"
"SEP","America/Chicago","Central Standard Time"
"SEQ","Asia/Jakarta","SE Asia Standard Time"
"SER","America/Indiana/Indianapolis","US Eastern Standard Time"
"SEU","Africa/Dar_es_Salaam","E. Africa Standard Time"
"SEV","Europe/Kiev","FLE Standard Time"
"SEW","Africa/Cairo","Egypt Standard Time"
"SEY","Africa/Nouakchott","Greenwich Standard Time"
"SEZ","Indian/Mahe","Mauritius Standard Time"
"SFA","Africa/Tunis","W. Central Africa Standard Time"
"SFB","America/New_York","Eastern Standard Time"
"SFC","America/Guadeloupe","SA Western Standard Time"
"SFD","America/Caracas","Venezuela Standard Time"
"SFE","Asia/Manila","Singapore Standard Time"
"SFF","America/Los_Angeles","Pacific Standard Time"
"SFG","America/Lower_Princes","SA Western Standard Time"
"SFH","America/Tijuana","Pacific Standard Time (Mexico)"
"SFJ","America/Nuuk","Greenland Standard Time"
"SFK","America/Belem","SA Eastern Standard Time"
"SFL","Atlantic/Cape_Verde","Cape Verde Standard Time"
"SFM","America/New_York","Eastern Standard Time"
"SFN","America/Argentina/Cordoba","Argentina Standard Time"
"SFO","America/Los_Angeles","Pacific Standard Time"
"SFQ","Europe/Istanbul","Turkey Standard Time"
"SFS","Asia/Manila","Singapore Standard Time"
"SFT","Europe/Stockholm","W. Europe Standard Time"
"SFU","Pacific/Port_Moresby","West Pacific Standard Time"
"SFX","America/Caracas","Venezuela Standard Time"
"SFZ","America/New_York","Eastern Standard Time"
"SGA","Asia/Dushanbe","West Asia Standard Time"
"SGC","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"SGD","Europe/Copenhagen","Romance Standard Time"
"SGE","Europe/Berlin","W. Europe Standard Time"
"SGF","America/Chicago","Central Standard Time"
"SGH","America/New_York","Eastern Standard Time"
"SGI","Asia/Karachi","Pakistan Standard Time"
"SGK","Pacific/Port_Moresby","West Pacific Standard Time"
"SGL","Asia/Manila","Singapore Standard Time"
"SGM","America/Mazatlan","Mountain Standard Time (Mexico)"
"SGN","Asia/Ho_Chi_Minh","SE Asia Standard Time"
"SGO","Australia/Brisbane","E. Australia Standard Time"
"SGP","Australia/Perth","W. Australia Standard Time"
"SGQ","Asia/Makassar","Singapore Standard Time"
"SGR","America/Chicago","Central Standard Time"
"SGT","America/Chicago","Central Standard Time"
"SGU","America/Denver","Mountain Standard Time"
"SGV","America/Argentina/Salta","Argentina Standard Time"
"SGW","America/Sitka","Alaskan Standard Time"
"SGX","Africa/Dar_es_Salaam","E. Africa Standard Time"
"SGY","America/Juneau","Alaskan Standard Time"
"SGZ","Asia/Bangkok","SE Asia Standard Time"
"SHA","Asia/Shanghai","China Standard Time"
"SHB","Asia/Tokyo","Tokyo Standard Time"
"SHC","Africa/Addis_Ababa","E. Africa Standard Time"
"SHD","America/New_York","Eastern Standard Time"
"SHE","Asia/Shanghai","China Standard Time"
"SHF","Asia/Shanghai","China Standard Time"
"SHG","America/Anchorage","Alaskan Standard Time"
"SHH","America/Nome","Alaskan Standard Time"
"SHI","Asia/Tokyo","Tokyo Standard Time"
"SHJ","Asia/Dubai","Arabian Standard Time"
"SHK","Africa/Maseru","South Africa Standard Time"
"SHL","Asia/Kolkata","India Standard Time"
"SHM","Asia/Tokyo","Tokyo Standard Time"
"SHN","America/Los_Angeles","Pacific Standard Time"
"SHO","Africa/Mbabane","South Africa Standard Time"
"SHQ","Australia/Brisbane","E. Australia Standard Time"
"SHR","America/Denver","Mountain Standard Time"
"SHS","Asia/Shanghai","China Standard Time"
"SHT","Australia/Melbourne","AUS Eastern Standard Time"
"SHU","Australia/Darwin","AUS Central Standard Time"
"SHV","America/Chicago","Central Standard Time"
"SHW","Asia/Riyadh","Arab Standard Time"
"SHX","America/Anchorage","Alaskan Standard Time"
"SHY","Africa/Dar_es_Salaam","E. Africa Standard Time"
"SHZ","Africa/Maseru","South Africa Standard Time"
"SIA","Asia/Shanghai","China Standard Time"
"SIB","Africa/Brazzaville","W. Central Africa Standard Time"
"SIC","America/Panama","SA Pacific Standard Time"
"SID","Atlantic/Cape_Verde","Cape Verde Standard Time"
"SIF","Asia/Kathmandu","Nepal Standard Time"
"SIG","America/Puerto_Rico","SA Western Standard Time"
"SIH","Asia/Kathmandu","Nepal Standard Time"
"SIJ","Atlantic/Reykjavik","Greenwich Standard Time"
"SIK","America/Chicago","Central Standard Time"
"SIL","Pacific/Port_Moresby","West Pacific Standard Time"
"SIM","Pacific/Port_Moresby","West Pacific Standard Time"
"SIN","Asia/Singapore","Singapore Standard Time"
"SIO","Australia/Hobart","Tasmania Standard Time"
"SIP","Europe/Simferopol","Russian Standard Time"
"SIQ","Asia/Jakarta","SE Asia Standard Time"
"SIR","Europe/Zurich","W. Europe Standard Time"
"SIS","Africa/Johannesburg","South Africa Standard Time"
"SIT","America/Sitka","Alaskan Standard Time"
"SIU","America/Managua","Central America Standard Time"
"SIV","America/Indiana/Indianapolis","US Eastern Standard Time"
"SIW","Asia/Jakarta","SE Asia Standard Time"
"SIX","Australia/Sydney","AUS Eastern Standard Time"
"SIZ","Pacific/Port_Moresby","West Pacific Standard Time"
"SJA","America/Lima","SA Pacific Standard Time"
"SJB","America/La_Paz","SA Western Standard Time"
"SJC","America/Los_Angeles","Pacific Standard Time"
"SJD","America/Mazatlan","Mountain Standard Time (Mexico)"
"SJE","America/Bogota","SA Pacific Standard Time"
"SJF","America/St_Thomas","SA Western Standard Time"
"SJH","America/Bogota","SA Pacific Standard Time"
"SJI","Asia/Manila","Singapore Standard Time"
"SJJ","Europe/Sarajevo","Central European Standard Time"
"SJK","America/Sao_Paulo","E. South America Standard Time"
"SJL","America/Manaus","SA Western Standard Time"
"SJN","America/Phoenix","US Mountain Standard Time"
"SJO","America/Costa_Rica","Central America Standard Time"
"SJP","America/Sao_Paulo","E. South America Standard Time"
"SJQ","Africa/Lusaka","South Africa Standard Time"
"SJR","America/Bogota","SA Pacific Standard Time"
"SJS","America/La_Paz","SA Western Standard Time"
"SJT","America/Chicago","Central Standard Time"
"SJU","America/Puerto_Rico","SA Western Standard Time"
"SJV","America/La_Paz","SA Western Standard Time"
"SJW","Asia/Shanghai","China Standard Time"
"SJX","America/Belize","Central America Standard Time"
"SJY","Europe/Helsinki","FLE Standard Time"
"SJZ","Atlantic/Azores","Azores Standard Time"
"SKA","America/Los_Angeles","Pacific Standard Time"
"SKB","America/St_Kitts","SA Western Standard Time"
"SKC","Pacific/Port_Moresby","West Pacific Standard Time"
"SKD","Asia/Samarkand","West Asia Standard Time"
"SKE","Europe/Oslo","W. Europe Standard Time"
"SKF","America/Chicago","Central Standard Time"
"SKG","Europe/Athens","GTB Standard Time"
"SKH","Asia/Kathmandu","Nepal Standard Time"
"SKK","America/Anchorage","Alaskan Standard Time"
"SKM","America/Guyana","SA Western Standard Time"
"SKN","Europe/Oslo","W. Europe Standard Time"
"SKO","Africa/Lagos","W. Central Africa Standard Time"
"SKP","Europe/Skopje","Central European Standard Time"
"SKQ","Africa/Maseru","South Africa Standard Time"
"SKR","Africa/Addis_Ababa","E. Africa Standard Time"
"SKS","Europe/Copenhagen","Romance Standard Time"
"SKT","Asia/Karachi","Pakistan Standard Time"
"SKU","Europe/Athens","GTB Standard Time"
"SKV","Africa/Cairo","Egypt Standard Time"
"SKW","America/Anchorage","Alaskan Standard Time"
"SKX","Europe/Moscow","Russian Standard Time"
"SKZ","Asia/Karachi","Pakistan Standard Time"
"SLA","America/Argentina/Salta","Argentina Standard Time"
"SLB","America/Chicago","Central Standard Time"
"SLC","America/Denver","Mountain Standard Time"
"SLD","Europe/Bratislava","Central Europe Standard Time"
"SLE","America/Los_Angeles","Pacific Standard Time"
"SLF","Asia/Riyadh","Arab Standard Time"
"SLG","America/Chicago","Central Standard Time"
"SLH","Pacific/Efate","Central Pacific Standard Time"
"SLI","Africa/Lusaka","South Africa Standard Time"
"SLJ","Australia/Perth","W. Australia Standard Time"
"SLK","America/New_York","Eastern Standard Time"
"SLL","Asia/Muscat","Arabian Standard Time"
"SLM","Europe/Madrid","Romance Standard Time"
"SLN","America/Chicago","Central Standard Time"
"SLO","America/Chicago","Central Standard Time"
"SLP","America/Mexico_City","Central Standard Time (Mexico)"
"SLQ","America/Anchorage","Alaskan Standard Time"
"SLR","America/Chicago","Central Standard Time"
"SLT","America/Denver","Mountain Standard Time"
"SLU","America/St_Lucia","SA Western Standard Time"
"SLV","Asia/Kolkata","India Standard Time"
"SLW","America/Monterrey","Central Standard Time (Mexico)"
"SLX","America/Grand_Turk","Turks And Caicos Standard Time"
"SLY","Asia/Yekaterinburg","Ekaterinburg Standard Time"
"SLZ","America/Fortaleza","SA Eastern Standard Time"
"SMA","Atlantic/Azores","Azores Standard Time"
"SMB","America/Punta_Arenas","Magallanes Standard Time"
"SMD","America/Indiana/Indianapolis","US Eastern Standard Time"
"SME","America/New_York","Eastern Standard Time"
"SMF","America/Los_Angeles","Pacific Standard Time"
"SMH","Pacific/Port_Moresby","West Pacific Standard Time"
"SMI","Europe/Athens","GTB Standard Time"
"SMJ","Pacific/Port_Moresby","West Pacific Standard Time"
"SMK","America/Nome","Alaskan Standard Time"
"SML","America/Nassau","Eastern Standard Time"
"SMM","Asia/Kuching","Singapore Standard Time"
"SMN","America/Boise","Mountain Standard Time"
"SMO","America/Los_Angeles","Pacific Standard Time"
"SMP","Pacific/Port_Moresby","West Pacific Standard Time"
"SMQ","Asia/Pontianak","SE Asia Standard Time"
"SMR","America/Bogota","SA Pacific Standard Time"
"SMS","Indian/Antananarivo","E. Africa Standard Time"
"SMT","America/Cuiaba","Central Brazilian Standard Time"
"SMU","America/Anchorage","Alaskan Standard Time"
"SMV","Europe/Zurich","W. Europe Standard Time"
"SMW","Africa/El_Aaiun","Morocco Standard Time"
"SMX","America/Los_Angeles","Pacific Standard Time"
"SMY","Africa/Dakar","Greenwich Standard Time"
"SMZ","America/Paramaribo","SA Eastern Standard Time"
"SNA","America/Los_Angeles","Pacific Standard Time"
"SNB","Australia/Darwin","AUS Central Standard Time"
"SNC","America/Guayaquil","SA Pacific Standard Time"
"SNE","Atlantic/Cape_Verde","Cape Verde Standard Time"
"SNF","America/Caracas","Venezuela Standard Time"
"SNG","America/La_Paz","SA Western Standard Time"
"SNH","Australia/Brisbane","E. Australia Standard Time"
"SNI","Africa/Monrovia","Greenwich Standard Time"
"SNJ","America/Havana","Cuba Standard Time"
"SNK","America/Chicago","Central Standard Time"
"SNL","America/Chicago","Central Standard Time"
"SNM","America/La_Paz","SA Western Standard Time"
"SNN","Europe/Dublin","GMT Standard Time"
"SNO","Asia/Bangkok","SE Asia Standard Time"
"SNP","America/Nome","Alaskan Standard Time"
"SNQ","America/Tijuana","Pacific Standard Time (Mexico)"
"SNR","Europe/Paris","Romance Standard Time"
"SNS","America/Los_Angeles","Pacific Standard Time"
"SNT","America/Bogota","SA Pacific Standard Time"
"SNU","America/Havana","Cuba Standard Time"
"SNV","America/Caracas","Venezuela Standard Time"
"SNW","Asia/Yangon","Myanmar Standard Time"
"SNX","Asia/Tehran","Iran Standard Time"
"SNY","America/Denver","Mountain Standard Time"
"SNZ","America/Sao_Paulo","E. South America Standard Time"
"SOA","Asia/Ho_Chi_Minh","SE Asia Standard Time"
"SOB","Europe/Budapest","Central Europe Standard Time"
"SOC","Asia/Jakarta","SE Asia Standard Time"
"SOD","America/Sao_Paulo","E. South America Standard Time"
"SOE","Africa/Brazzaville","W. Central Africa Standard Time"
"SOF","Europe/Sofia","FLE Standard Time"
"SOG","Europe/Oslo","W. Europe Standard Time"
"SOH","America/Bogota","SA Pacific Standard Time"
"SOI","Australia/Brisbane","E. Australia Standard Time"
"SOJ","Europe/Oslo","W. Europe Standard Time"
"SOK","Africa/Maseru","South Africa Standard Time"
"SOL","America/Nome","Alaskan Standard Time"
"SOM","America/Caracas","Venezuela Standard Time"
"SON","Pacific/Efate","Central Pacific Standard Time"
"SOO","Europe/Stockholm","W. Europe Standard Time"
"SOP","America/New_York","Eastern Standard Time"
"SOQ","Asia/Jayapura","Tokyo Standard Time"
"SOR","Asia/Damascus","Syria Standard Time"
"SOT","Europe/Helsinki","FLE Standard Time"
"SOU","Europe/London","GMT Standard Time"
"SOV","America/Anchorage","Alaskan Standard Time"
"SOW","America/Phoenix","US Mountain Standard Time"
"SOX","America/Bogota","SA Pacific Standard Time"
"SOY","Europe/London","GMT Standard Time"
"SOZ","Europe/Paris","Romance Standard Time"
"SPA","America/New_York","Eastern Standard Time"
"SPB","America/St_Thomas","SA Western Standard Time"
"SPC","Atlantic/Canary","GMT Standard Time"
"SPD","Asia/Dhaka","Bangladesh Standard Time"
"SPE","Asia/Kuching","Singapore Standard Time"
"SPF","America/Denver","Mountain Standard Time"
"SPG","America/New_York","Eastern Standard Time"
"SPH","Pacific/Port_Moresby","West Pacific Standard Time"
"SPI","America/Chicago","Central Standard Time"
"SPJ","Europe/Athens","GTB Standard Time"
"SPM","Europe/Berlin","W. Europe Standard Time"
"SPN","Pacific/Saipan","West Pacific Standard Time"
"SPP","Africa/Luanda","W. Central Africa Standard Time"
"SPQ","America/Los_Angeles","Pacific Standard Time"
"SPR","America/Belize","Central America Standard Time"
"SPS","America/Chicago","Central Standard Time"
"SPT","Asia/Kuching","Singapore Standard Time"
"SPU","Europe/Zagreb","Central European Standard Time"
"SPV","Pacific/Port_Moresby","West Pacific Standard Time"
"SPW","America/Chicago","Central Standard Time"
"SPX","Africa/Cairo","Egypt Standard Time"
"SPY","Africa/Abidjan","Greenwich Standard Time"
"SPZ","America/Chicago","Central Standard Time"
"SQA","America/Los_Angeles","Pacific Standard Time"
"SQB","America/Bogota","SA Pacific Standard Time"
"SQC","Australia/Perth","W. Australia Standard Time"
"SQD","Asia/Shanghai","China Standard Time"
"SQE","America/Bogota","SA Pacific Standard Time"
"SQF","America/Bogota","SA Pacific Standard Time"
"SQG","Asia/Pontianak","SE Asia Standard Time"
"SQH","Asia/Bangkok","SE Asia Standard Time"
"SQI","America/Chicago","Central Standard Time"
"SQJ","Asia/Shanghai","China Standard Time"
"SQK","Africa/Cairo","Egypt Standard Time"
"SQL","America/Los_Angeles","Pacific Standard Time"
"SQM","America/Sao_Paulo","E. South America Standard Time"
"SQN","Asia/Jayapura","Tokyo Standard Time"
"SQO","Europe/Stockholm","W. Europe Standard Time"
"SQQ","Europe/Vilnius","FLE Standard Time"
"SQR","Asia/Makassar","Singapore Standard Time"
"SQS","America/Belize","Central America Standard Time"
"SQT","Pacific/Port_Moresby","West Pacific Standard Time"
"SQU","America/Lima","SA Pacific Standard Time"
"SQV","America/Los_Angeles","Pacific Standard Time"
"SQW","Europe/Copenhagen","Romance Standard Time"
"SQX","America/Sao_Paulo","E. South America Standard Time"
"SQY","America/Sao_Paulo","E. South America Standard Time"
"SQZ","Europe/London","GMT Standard Time"
"SRA","America/Sao_Paulo","E. South America Standard Time"
"SRB","America/La_Paz","SA Western Standard Time"
"SRD","America/La_Paz","SA Western Standard Time"
"SRE","America/La_Paz","SA Western Standard Time"
"SRG","Asia/Jakarta","SE Asia Standard Time"
"SRH","Africa/Ndjamena","W. Central Africa Standard Time"
"SRJ","America/La_Paz","SA Western Standard Time"
"SRK","America/Thule","Atlantic Standard Time"
"SRL","America/Mazatlan","Mountain Standard Time (Mexico)"
"SRM","Australia/Brisbane","E. Australia Standard Time"
"SRN","Australia/Hobart","Tasmania Standard Time"
